id,trieda
5515975f9328ef625344361ce42ed66a4a6cc0984944abd2f802108dc63eca7d,wannacry
557b8a1aee5d7117fbe2347af027e775b839c723cb87dfd3dc813b67409335b2,wannacry
55c117944b1e4d68b0c3a8cf9d58e6742ced34c23a52bfa98857047525cbc3f6,wannacry
572b45e5cd75853e920f34ad3a26306060a4280b6bf7439d50dc92b15f047fd0,wannacry
57309d6260a3cdc2af34bae897ed1b70f36f883b22b01048ac8d09dc8a5e8ca5,linkury
5a861c0573f0056868bd0762647eeb02549a595f3514e0b71d0df658d9f8f390,wannacry
5a8e937109f320e949a2f2a1b0ef52fb2f2c73c99f22453a3d82b4964bea9863,wannacry
5a9b9f8c771fbaf2202ce03e008e91719df318ab4605926e12f671daa4d2ce06,linkury
5aae6c82c5b8af5d8d6003dbcce3bd0fdd5f9684bb23219f233defa497f5adfe,linkury
5ab46310d7b812466832423e08f597dbb155984dc93c49b0dbf3dd03ef5c658e,linkury
5b02d97e6a58604ad0a6bc5cd142ba0491c633c85e191b8353b20e70dcd5d911,wannacry
5be14e4332bfa1d365346f3c39a31d57ddd77997498ce6cdc5b6d6b9b45586c2,linkury
5ce57936ee78318e27fef1e5e8a876c3ed97668254f73bcc4691ff90d5ed7f03,wannacry
5d2128504db4ac9047c79824e3218316036db02af8cc20ad95175454b914b302,wannacry
5d60b4e2ed82a4c8825c95a9a6cd5fac332f48842cc6241b6aed524518f2f69f,wannacry
5dee9e05c4275dd55d92bc8da0175a1c2f2780d5f12ff2b842594cb665d1c04f,wannacry
5e521991a985802ae59ca81523b1e88be620daf7f32d32ea31d21cdef519bf5d,linkury
6007523baa221161a6a68dda19f33a24685f908a8481ecc2a310b162f94ef32a,wannacry
6063542bc84eb9d8fa0606f9890bf993067bed742cabdf41e504152126f974df,wannacry
60a5f02123810e4ae48fac43b4d7f68a7da6df6e2363e8b4273cbfae5faafcfe,wannacry
60b2123f3e8924a6434f280cb7d0415a620c5b01acea2c0a2a93c6e62fe2ffc4,wannacry
60e2e5ea3fb4c34e69571aa68c80ace8a365721954320765bae955744fe9e2d7,wannacry
6172604f903ee068e6615c04a326d200cab0e31dbfa4526c6030256da8eccdc5,wannacry
617e616a6f27a1aeb83bf6515f9fc5969fa07c1e7bd6b47382ad780bd64426a1,wannacry
618bb10d9b953b0a42647bcd0c4a5ca56f4625cc57444b5cfa4e91982beb02c5,linkury
620e7e7d51fd00a5025b4b65a906b9c07048acdb67e51b46c9a9da8c2e4a75ed,linkury
6478b5b31088280965bcd873d0f798d30080bbf52fa63a3ea9779623333f3d87,wannacry
662676ad74a7d7317652b1d637ab2714c9af40e9d3c1aef5cbd60ea191f04d02,wannacry
673c532503701acc21345c0c6021ec266264b47603cd65bed2bf8461c039a9f3,wannacry
676616cc3bc79acb7106e0bee7d30919eeb4a857456eba8cf1b757af0863ae61,linkury
68ffca4e4ded6ce8bcdb61ffad7fd744be8b426a23cdf267db7555061a3a924d,linkury
6912dc57297e8088eb5ad56efee8a786ee2adf9c122bd1482fc759044ebee84a,linkury
6958a44f8c18d7797cb0e8325eb8482834bfb1e9a7370c723db1836bdc8e83c0,linkury
69d9a2144f50b69291880d7c371cc20b37183687500f85d5569e9177bcc2da08,linkury
69f806dd0126a2944db8b0476afcfd920004504e33659cbe6dc4291b31eab66a,linkury
6a210ed1df262d84a96ed2ca9f805a980480ae93dd4f25aa987f3b7c35abb554,wannacry
6afd921ea83ed51d4d322e64cded1d7ecf18ab1589d205dd1e6c7459d064ac95,linkury
6b5604f40eac87e950528f931458a17669430166f5766facf47067ce43f72ed1,wannacry
6ba375bc5c1848b1677509b43341829336b7376c020820c26e2d492cf1d8974c,wannacry
6bea42c8f6593bb77c108de9c1198ca0cb1434b0496d916ec6dac5bfd9731b2f,wannacry
6bf1839a7e72a92a2bb18fbedf1873e4892b00ea4b122e48ae80fac5048db1a7,wannacry
6ce29dd8657e1de20c12a60e854ef9f91cf06f4f0ac79f39d1f0f41d7cf52f04,wannacry
6d278b5f1e4003d543fa2166162be3d3be3d9fc968e55970eecb9bf51661c760,linkury
6d542dfe5e0fa1a5e75ad2a8171755cedc6c79f42e786e793098cf8e19bd5cfd,wannacry
6d73178224bf1871168d2b929d9bfa6edd527e911013722b37e1acb70970b43c,wannacry
6d8b6b5b78e4344227303f68275e2735b07b7531db07af0a0eed1615f79bb4f2,wannacry
6e4b2e802686d25b51136ec9f3d6c61233b3de4cab22e089c0ec3912253a6aa0,wannacry
70d4c3354baa0bc9540e0ef7a7e7b43ff479fdf1454f47e572fc9db1de407f65,wannacry
718655910fdc1e25499a6ac8e6f412cc3b5661face76305ff73806e59100fcf6,linkury
718c27f69c1c4dcc95c5df2a2a4c21df5d24a542a650ce709e0eb4155b308841,linkury
71f003d208b1d15b21c992e888c54c683f01d1fd4548e8e841a9aa8ff58bc6cf,linkury
71f61b22425378b70880f8b0098a669862f99d66fd67f9e5e519ede23ee70891,wannacry
72298a2c4e158d2e4a10aa78821c647c27eada13d147fdd85dfa96788632cfa1,wannacry
728c845c0e70e8fc164a8067b25398d11474e93901a6ff096030b41ece0ca1f1,wannacry
72989c9110034f73ae04191e686eb4ed378318175d3369673feab53f922e6cd7,wannacry
737cbe4030811ebc932892b35bbf1ff6a6af8c04a0d37a5573e880eef9f0d31a,wannacry
73ce6ee9698ea65ff992128e50765e308aaa9735d82ae00853acf683a55b01c4,linkury
73e60596e6f25cd21a2347c1cb0cf49c804af0000221b4b43f2add04e807e4c1,wannacry
742123b9f841c0022fef943e3e31734de52c9b2b083aa6ad1c5268ef1feaa110,linkury
7684f45c289853a113bd980eeeeb7bdaf0632c97b4b084a8ea38f8814445d393,linkury
7704752207dd4469156580d784ced99f35d2c1d3b94b409aac8c4f36c10cc3ab,wannacry
775a626355be8b682e2996543fc9ba068b665d19e6ff4751a21cae352b9ffad7,wannacry
780a2023fe4038c151a0d66402ef265985b659e5c3a636ccc739ae5be49f05c1,linkury
7818b275cec7b532656fc4a03174af5534511df88504433c7bdaa0b6fef6454f,linkury
78a3a2efdad8b25354619ebbcbb7d2d6a32e7c77e4d3dfb6070861f16d5cde4b,wannacry
79b42997794182e4f0ceb700f0704e67f0540a145f76c3218eb129966805fcc3,wannacry
79e477eee9196462e2896637f651a5665f06d0098934a3f1ffae54190995ec27,linkury
7ab933ece7f0159f482af38fba284247817e466d052b43e88361710837c5ca95,wannacry
7b1205a6f1b5c1296008987c337a58e31aed9955580ea39b1a094dcacee77a70,wannacry
7be3f8814d06a3468e12ce31757d2dd68aee208413fc4d2156fae14862c4c1f5,linkury
7c0cf65d054e6471c883438c55e1686e9f0445c92888f60484b7690dd90c1112,wannacry
7cd329e1e64fb21d545410dda3057250d7c7612eb461f0c7ff0fc2bebee20de2,wannacry
7e0f5345a8c5a7c858c79c5973dc3fa88ad0fd8dcf08c4d720e8c393b61a63dd,wannacry
7e1556dd017731836a7da1e5643abc984f8531e25c2a0e05002b453f9314c4e8,linkury
7e9e109be9e36b9fb2ade852af3c6271b7317383879162fe6f13fda3fff1077b,wannacry
7eabb075c39ab33a541e5c9a75b0067909a9b7aeb1dbb047ba497f4cf51f5fc2,wannacry
80204adc7d49c0a4bbf372df044543597df07d1b8e0a9308c62fb83be1728b83,linkury
80d6d8e933716f974051c1668c004498bdb7f6e9fb83b02cdaf6ffd4182030b7,wannacry
80f13a28d647b7a1b5595a203e22894f3f4365341e95309caa2703750b15d812,linkury
81af36edefcbb230ce45577b5e376c61f771d26d47178d944f16ef7ad7c9e33c,linkury
830beeedc1a05ef47d18265c2f00c082dbd5f2ba818642244aef9980600aeb9e,linkury
8373657e081de56c7675ae566c10a6d7fd82f6c8958e75f087a6aa1023c36800,linkury
838850bbc715195b3f9d73b525c87379cfff93ce5493342b3215809ff298eca2,linkury
8396b9ef82a694a0bfa4fd09dd216573deaad7a94e89a796eeb15e4bc057dccd,linkury
8449a330ca1693bbe813eb32681d9326056934f26b67949a0213133a4c415f8a,linkury
8453f2fb063dd1bf8ad6f1c02440fa8abd6e1335c3b9bb4dab6e6f6791c6c0ab,linkury
847825fba7b76190bf5a116dd43b63ad206010c90e2c6a6ea233ab006f718f1e,linkury
85e97623fd30d5f13ef2244289dd35a47448be983f69836bfcef9650d52c2f68,wannacry
865503a2d176ebf8288382f5cb0762f5cad91534b91c4ff7cd0d2f9ee05671bb,linkury
884c24b6091057590de7e4280bb0004dfb54bde9a85dc56c3de64b687611a619,wannacry
88da9efc2348f78bd89cf3f54918cda09152c13f8f59200fa5e38c7fe7b926b1,wannacry
88e39c612d668d3b8057631c740f0f02a844b641953295db3e69c8a7a4a39c01,wannacry
893801dd4cb4eff27a1e0415bc3a6a8821eee5f97dcc02e7461d6301993104af,linkury
8ad4f00995d177f1f158f75ac39b31dd7c458f108557d8c5ac17b145d7ca5f4c,wannacry
8b8da2fff29eb3f49cf83119f8f53556596aebe5d21d5ac1dc264e4e6c05740d,wannacry
8bb7a2c550e2d8dd0f81f5b1e733b5893f062d57f7a980fd19acfc4b5caabc05,linkury
8bd7c04c7b2d1f99457183a333c3aa806bb241655e3a3d9992fd44ab639c51bd,wannacry
8c000bd40583f0353a4f8bdf61a2573d816a3a2408f84e8617bccd0625c0dad2,linkury
8d3867ffbdaa796174d0046d64e9bc989ffe3f7f0b2d1cce8134255cda0858e0,wannacry
8df88cc55ef79033c9397f627440147cdec2d6672ad07345bc02c93c84f9c517,wannacry
90c89488792417f9300796ffecc8665f276306f69dec18c6775c62e2dad2de2e,linkury
90f3b901f9407cca9d5326771ad67f1b0c3d059d9f679f7e4f5c04941f068f7f,linkury
92fcb7736b4e20fd87767a8a72a69de6ee5652e67baf644eea4b2bc58472dc57,wannacry
959655141bc6a7fc97fb7c81d6c3710ef6dc56c004ec47fcef7f11fa7c861be3,wannacry
95f2ff8e6c0529f39d451cde931bcbc9c95b684e6ffdf3b6f2e09f6964ad5a60,wannacry
960287fc55b2e792d7c3877346cbdf32ae0a90c5c57628ad99fb0f1e2b9e06be,linkury
965200c729a4903fd33a2da25df3a3e2129db622ef7f5432e80e81965adf1598,wannacry
96a0d77b7cfef2344a2c8499bd3fb64e42a2c3601e3252c0e94548cae3d8d2c4,linkury
96daaa8fe6c6027912a1f1dd72f180bd5a4c4f2d23e0063090d6551e078405be,wannacry
972ebe485c80e4f59498afe3ba01a1881edf8de7d65f9053fca1a651df7d35f7,linkury
97bde236d9377843277b838f8c84959c2de7420b98b9a84d4a91f787e6e43968,linkury
97c00680d0aa9247ff2df4677db1b405b96a2cdb4c59ad5466653d786d424c52,linkury
98692064c2cc865e4e7765cf53f69a1f60d14d9e8e14ee1e08bc9ff856ba7983,linkury
9874e687eda9bb6fa1edd87cf04b45e836109df7125594ec64583c781dfcce04,wannacry
989f46f8c9ee2a0000c9c88cc3bfa19710427060880a0bb70ab78eaad7088b32,wannacry
9936ca48ce135508a08ff8306577a5b25b0b402e7e8094c18ddd3d6b86d3ac3d,linkury
99d6dfaa1b9ce20e1736080a09b7ff09019c8c24d9a488588f92f422b4e3862d,linkury
99de7ed1e03f6137a8d41fe9edc259571a9ce8601c386cf9a17e6cb6e2487e7b,wannacry
9a55ef1b7b5896ce22a1012814ed4fc7d95216792801a46cccd1cb34c440ab28,locky
9a7776f64768dabd19b6d677d82bc2e4cef4570d310aae156ff7cf921d7ad253,wannacry
9aad4335c87e3d335a362b4c0644d8f6b199482b87d7fe37b47fd076ea64680a,linkury
9b1e86af5cdc438ce258211e794c2f33db03441c0cc18c86c2f3265ad7b10116,locky
9b9a88a6f1c9d803fafc7df6823589e2b69a33cbfe790d1126571610e097803d,locky
9bd063f0419662f13b0ef22f3e3a944c6637dcaee23129e5b437692d4e93595f,wannacry
9c5a46d77df63c991afe487a9e8d61f3d7367804de8414839887e3894f7aafe1,locky
9c6db2a1c10359554978f5410a8bfc0a1edb9b02ce368a69a6ecc72aa4ebf53a,locky
9cf083dae72f470446cb8f05350f9370abaccf44c8edb7157137181c1fd3acf9,linkury
9d0bf74510303c401f19e3ee368fb37bb2d4567916c01256ff9684a791e687e5,locky
9d71764c4ea01af609f0a09c76f3850d8fc8fc57ebd54e499777f1ab214ca0c5,locky
9d76dd2a80ed7080dbc5631492d5f01c3e0568bce9b92bae732db3f6ed615f41,locky
9dc535d396194a0f6ba4356e321cff531efbe270463659abb3046bfd789078e5,locky
9ddab360fc3af7f3b6e136177d27107a53c439d3ea0bb3f6a6031c664d35a5be,locky
9e26442b44a9a1e1ba7596ddb2dc2c30a79f6f0485e3da0634bef6973c1b8f10,locky
9e2f5b9f6e838513e825c9103a99de7833993896544a8365a54c0fc1cb4b7446,locky
9e803068b0df00f2681f79d31f27aee618cf65456aed57e3a8247995f4e2d4c0,locky
9ee8a849a0a69ac93da5b75a22105b3bdee3445d071613f049973a999fbf59b6,locky
9f13634e7c1e7776112ff2cfc3db7f7fe10258835c323338c3cd50a30ce1ae3f,linkury
9f1d32fb01cdae92ab2847496c5efd44385099dbeae6a39dfc47ad5458e4e5a0,linkury
9f6e483347eba00886fb7f05c8a0b0df2a26228d905e7def000f5cc3624f89bd,linkury
9fec0efb432f7ab3dc68c2e9913492d5e640084eb2e94226837a896dc1a3ea8e,locky
a053fbc28ac192753740c021e1846968b02c24305ec78ec2576e4541ffaca401,locky
a07667335917216ecf68391f0b6d0c4fc07a4fd99cc4980645be5ab364d9979e,linkury
a1596136fe5f12521e5ee1bc05429459453ff8cc8a12bf35f23738ef1c0ce8eb,locky
a17093aff1480e96be38959e3ed707f3365989bf9138345e67a83c161125f805,wannacry
a1d307550e40a15195545e0d159fd2a9df0932591c770950da179ffa7b1e75af,locky
a1f627420642c9de5e03ea4108de9f7423fd9743c43553a403d6185adc4949e5,locky
a2496f59b9b8e71953967a06904b12ca5a40f5035e506dde47566532d08636e3,wannacry
a251638e9fcf1dbc6bbf88f61aca1400cdc91d6ab284c68c64c89024394a908a,linkury
a2a8e735c519b1f711ff49aee7ff7c8244ee31404a82cca5f83c8b6d38a05b36,wannacry
a2a984451f5c92dcf09f170aea85231a53aac420c845e76d4d425f0c97b98418,locky
a2b37fd7fbdb708041f257c1004ad0200937817bbec3f54f3ee67865163c6658,locky
a2f39c1650e4f237741dddcb49e1ddcdd1d5d7b7ac1dfc007049e5051bf2a3c9,locky
a3aa0aedf4dd4e6c2737a629e51a2f4cf73c78db42cec247649f2730010feb97,locky
a3b49cfe78ba5be08bad8e22b9cce9afb5682e4a9ff7a32c2b3973ad28d72955,linkury
a3e5629d7bfa14ef1b40bd0aa0dc2b273c2e26a667b66107e14011f18a9a5a0d,locky
a4082c6d73e42ba7368d8d883b26fee52e7c47bcd8a61f3956e02cd333bf0a50,locky
a47b7d5996894c28e52abd63a856b098a649c42ae2a1c922eb32b2e4de7cc733,wannacry
a512406a4a94325a618cb0a3d68393bca6c714024c612f0074529e4bb5ad8071,locky
a5550a798c7d38e3aa60952a1ef319859a0192ff3ab021d5934eb6eec4bdee92,locky
a59d3813d392e903bd23e177acec78357ca408f9a3da57ad67356670c0853551,locky
a5dc65cbe073898d09d2e07480f430a585cb309316cb4a32e3548b68c7416518,locky
a6183e9ba337d7691c14247684e692e849433c768b3e508227b45ece7114bf87,wannacry
a62d4839ea7b702e133635e88e7bd56f933a3c260dfbfcfda9e2ad3f3e58c866,locky
a6515b2ac5f612e85aec1479f8bfd60c661b4c5be72e84f288732435f28f5337,locky
a6669aee7aa34ca73e776e8df5083c2934cabb11463a72702658829689252cf6,locky
a6c760cf552cf5edf4030a9cad3fdde3fa08f4d972239183a67f8659ebb68d46,locky
a70ffe4dd8c846fbd8e5bf335055150c5e56de047c3c000d9b6409ae50c18bab,locky
a7c64b769a6635b3545439bdb8eab2ee4c668df9aaf6fe8ff9e14f19980a5b52,linkury
a7c67bd2a6e4c7902f70a4f44242bdd073aea34f6e0b29491de4ddeed8a879f0,locky
a89dcff7e897da2d53341e1d8e2976d57e384c36f7785568d9f7f2a05dda1fc5,wannacry
a8d5259225d601301dcdece320407b8a8a49a9797d39e30ded1f48312fd7f943,linkury
a9a536d125cabe4c777109456ab1883aa34944330129a477377746ecf6256984,linkury
aacb332f15fdefd38410b9382564ff2f6ed096f588258b106de073f7aa2f98b5,linkury
